date,strategy_net,strategy_gross,benchmark_net,benchmark_gross
2026-04-22,0.9988105289687803,1.0240685351807977,0.9794422693493925,0.9865838862438544
2026-04-23,1.0203354618759952,1.048211320142804,1.0039735121892437,1.0117199433187825
2026-04-24,0.998471859358455,1.0257358314481735,0.9811886157806984,0.9887576233913699
2026-04-27,1.0004815024977318,1.0277953391356043,0.9794009630818704,0.9869566090990015
2026-04-28,1.0133392237380738,1.0410378974039793,0.9844239171903105,0.9920198853061813
2026-04-29,0.9957534118636071,1.0229737854325116,0.9693201356488043,0.9768012741801754
2026-04-30,1.0244039495757482,1.054570797692829,0.9991539613377932,1.0073443511259672
2026-05-06,1.0484659769707358,1.0793556000277051,1.0157623685564448,1.024093971632212
2026-05-07,1.0822278680587636,1.1141213866716133,1.0443026951880088,1.0528652491176305
2026-05-08,1.0744190736278079,1.1060764801483969,1.0498447404719848,1.0584527460740578
2026-05-11,1.093423861843018,1.125627347628362,1.0721692341761817,1.0809618196439654
2026-05-12,1.104283498394887,1.1388331436076526,1.0835260307052248,1.0927784921725572
2026-05-13,1.08170235460811,1.1155338668766377,1.0655286949646328,1.074630042210616
2026-05-14,1.1208749530781825,1.1559282373497695,1.1077096637019948,1.1171661498655434
2026-05-15,1.086026817133605,1.119984204449177,1.0694351553002261,1.078570149957392
2026-05-18,1.0645932476185003,1.0978825200283837,1.045559215196901,1.0544890365205508
2026-05-19,1.0751804243591931,1.1106197452200552,1.0494283173339924,1.0588003721073378
2026-05-20,1.0941832589135145,1.1302474356642542,1.0535226734902048,1.062927319675445
2026-05-21,1.1276055216071408,1.164761079147062,1.0750924266034856,1.0846908014169998
2026-05-22,1.0767505461428508,1.1122295946039757,1.037103146621689,1.0463594421369824
2026-05-25,1.1264904788099148,1.1636212226687577,1.066410404633846,1.0759249210816229
2026-05-26,1.1185892054927673,1.1575794636160877,1.0648634605874399,1.0748051462473818
2026-05-27,1.1094083368840586,1.1480788472025996,1.0583702225787226,1.0682458370082135
2026-05-28,1.104504235943843,1.1430188704992141,1.0382648846819282,1.0479525518381512
2026-05-29,1.151303840291015,1.1914105527265297,1.0639203392571597,1.0738463761626595
2026-06-01,1.103461962371599,1.1419207427733984,1.0245051159737006,1.0340601319580205
2026-06-02,1.0739192271293159,1.1137065891329523,1.0072991303171461,1.017149991716851
2026-06-03,1.099077740119951,1.1397747173591228,1.017936489466127,1.0278887090900712
2026-06-04,1.0992472501820942,1.1399487132221513,1.0169954629746143,1.0269406056514334
2026-06-05,1.126596112679416,1.168318523604525,1.030414092560812,1.0404941123517182
2026-06-08,1.0660319275994166,1.1055495240003204,0.9774543471269853,0.9870174845219345
2026-06-09,1.1017588482391258,1.1448941182861618,0.9981349708831923,1.0083883918744907
2026-06-10,1.126334239289291,1.1704273614164025,1.0090670009593872,1.0194315929857154
2026-06-11,1.1119620255797502,1.1554983698854646,0.9944245127107636,1.0046394615475958
2026-06-12,1.1482630680808468,1.1932134177513585,1.0238972614692736,1.0344090807072464
2026-06-15,1.1259457957003374,1.1700471904915846,1.0134894223532873,1.0238922281656107
2026-06-16,1.1900293835835651,1.238829212716637,1.0588986663653241,1.0701781920659084
2026-06-17,1.2084063658349382,1.2579214703711608,1.0658989490582533,1.0772503511727014
2026-06-18,1.2473471017766216,1.298469526782564,1.0971091692682842,1.1087810268276928
2026-06-22,1.2886210061106569,1.3414447686380822,1.1287170720501865,1.1407134683178175
2026-06-23,1.3012424377293867,1.354595937617571,1.14197933418903,1.154111902649175
2026-06-24,1.2414458031607778,1.2942190884442049,1.1022278777225771,1.1144242883707938
2026-06-25,1.2946445553028836,1.3496961488373524,1.1457635236134567,1.1584378653496816
2026-06-26,1.2967670540120801,1.3519078644216411,1.1504084270340642,1.1631363838040263
2026-06-29,1.27831001984757,1.3326792359510429,1.136311497734926,1.1488848845800474
2026-06-30,1.2492645600581294,1.3024320059335261,1.1281505152256555,1.1406258382973993
2026-07-01,1.292190628721718,1.3497269344578835,1.1656347335127641,1.1789862780969351
2026-07-02,1.2335343884917291,1.2884602967343934,1.1224547624413534,1.135322990858033
2026-07-03,1.2098061081346545,1.2636781006428155,1.1049988527794548,1.1176713706823642
2026-07-06,1.2051386584702974,1.2587622078033927,1.1078971081737607,1.1205948171857303
2026-07-07,1.1388214515953445,1.1895006379309234,1.0682231120814702,1.0804665315915232
2026-07-08,1.128363554648752,1.1804786005017007,1.060612833250928,1.0731993092450016
2026-07-09,1.1095840311311642,1.1608418114906185,1.0370425577701807,1.0493461583884858
2026-07-10,1.1497292534638073,1.2028492900292136,1.0711100395534523,1.0838196290562134
