date,rskew,cpv_mean,cpv_std,smart,cpv_block,score
2026-02-03,0.00908258800495359,-0.08229428993161984,0.16509698804584055,0.046163442454998066,0.014499587906124982,0.08068911989042893
2026-02-04,0.056565131426252274,-0.15560963872430675,0.12745791631120895,-0.02573154894213392,-0.037930444472499054,0.017981520368523983
2026-02-05,-0.01082997141230263,-0.22100215293844355,0.1376597529875945,-0.0267473871171551,-0.06981869978633816,-0.049697101986247
2026-02-06,0.003720287460991302,-0.1686342512475597,0.1421817662251817,0.004269848558715735,-0.016522340606764684,0.00831905124515863
2026-02-09,-0.017828009456102942,-0.07192274450518639,0.05592653783354984,0.05979316127278915,-0.021241495152789905,0.025314815323864273
2026-02-10,-0.006714544254243985,-0.033746477788080355,0.00872149974050075,0.06997862164777713,-0.016615253418197973,0.04618494232014435
2026-02-11,-0.025449285010749986,0.006240148075021709,-0.03043950500537968,0.07384996748592226,-0.012799935929863476,0.008615304449731808
2026-02-12,-0.012339585452478386,0.041563889575295804,-0.02046418691258063,0.00036526069683895563,0.004717366555185981,-0.015322393425106369
2026-02-13,-0.04361782587408733,0.015515570846560339,-0.015854170644124158,0.01946125673341676,0.005476982904830503,-0.014105871845534199
2026-02-24,0.028457251408618496,0.00024234134074371645,0.06888023834708216,0.03940908148450166,0.046028416527704646,0.0966806292945122
2026-02-25,-0.02196897288805032,-0.0158612433141494,-0.05566583105653087,0.041277660446022296,-0.049132012200831854,0.027996175547842294
2026-02-26,-0.05541728276824163,0.03010724761792788,0.014872611321602005,0.09005145842146857,0.029516960119676586,0.05055564130267017
2026-02-27,0.003018084812986826,-0.00858172112446259,0.05907677542948985,0.072419830599625,0.0091571982064342,0.06752862304644987
2026-03-02,-0.03448580234613894,-0.06482947800273524,0.012151772128043565,0.05076190715089066,-0.06124088359595993,-0.0028623524086319003
2026-03-03,0.002555519120741456,-0.060913972879382175,-0.034762632099102075,-0.019420016924970057,-0.08876733818729025,-0.04139106648795855
2026-03-04,0.006747936949709128,-0.06818576249557354,0.05460846402449904,0.06208608657631824,-0.015376253937159242,0.05287694761378972
2026-03-05,0.010013786444491208,-0.10148885340193997,0.005420262724347529,0.03880022900427959,-0.06239876051464915,0.03621030240078232
2026-03-06,0.015087459999878592,-0.05519328344514596,-0.026600198778370627,-0.026123316614287847,-0.03459708432738177,-0.022158177915848346
2026-03-09,0.029241028711434438,-0.020454400081684258,-0.051316929810558125,-0.010440438822159136,-0.04428726338743317,0.005037675962973077
2026-03-10,0.03379602120085897,-0.01251990224131324,-0.029341206642428293,-0.05882097541775153,-0.006294561265308403,-0.0057468958423070185
2026-03-11,0.024477404316113994,0.017803921194211314,-0.045660239590630085,-0.03172943512419988,-0.0006314285601212597,-0.004675559302044871
2026-03-12,0.024428440397972765,-0.0374153614058203,-0.03890188081831243,-0.041164658435866266,-0.016881562127742094,-0.029313541580095064
2026-03-13,0.0287687520226135,-0.04310811845060723,0.01007049434549501,0.019925616251331768,0.0017067212660124974,0.017784615808241432
2026-03-16,0.03654931818896131,-0.031086575164063737,0.006966532077738408,0.005053587419647488,-0.005184085942831968,0.013379003247244956
2026-03-17,0.028784396147480174,0.026471302153393547,0.005063471017569503,-0.034005899326732494,0.00869144571155635,-0.004163397212541861
2026-03-18,0.06795709062936542,0.05522175424369311,0.0739811672266217,-0.07741572672731882,0.09453417889800056,0.032306692724189276
2026-03-19,0.05366416488698129,0.06288582498997322,0.07235627840400365,-0.08068033252224306,0.09737198526432506,0.0491970619377066
2026-03-20,0.030014465590615488,0.015261425201991191,-0.059865248574112455,-0.10631608064316019,-0.034101792623680016,-0.06650935255195342
2026-03-23,0.04802323225767115,-0.005235518941386298,0.011466403786020225,-0.10513855629226379,-0.0036404153169259934,-0.009860138347189686
2026-03-24,0.029440771912076464,-0.04264046146297472,0.06819908722114056,-0.06876249232596145,0.011613867260598473,0.014981679298215478
2026-03-25,0.04559558323396354,-0.02202000473564885,0.0052689068777317365,-0.02360684898464698,0.005433776208942459,0.029765988872235395
2026-03-26,0.0596167830325353,-0.052400830998807796,-0.025281242175315816,-0.06574186708828174,-0.04096351140009671,-0.02490551573975853
2026-03-27,0.1066939646032282,-0.03763941805457943,0.006924841805144631,-0.09586370555349708,-0.014389540168617236,0.0070670150968553174
2026-03-30,0.09285371462052673,0.023465164851791835,0.01860087652525281,-0.061345695630130335,0.04314392562024664,0.040979388066855756
2026-03-31,0.10280197105375538,0.01327143673425399,0.04405831053323663,-0.054057147905862905,0.03145152952316227,0.04217384873311566
2026-04-01,0.10567566847585796,-0.005703388854114638,0.02049101359120467,-0.017555889419807475,0.0004168299572217517,0.06363538054259954
2026-04-02,0.11106506255426123,0.0441875286712474,0.008906644062478037,0.012377519900999766,0.019422007087589444,0.09511241914401469
2026-04-03,0.07275704078644696,-0.014515149540120963,-0.0023190468124109015,-0.05960599018514683,-0.020453812919996872,0.008432562243589414
2026-04-07,0.0619104317769863,-0.05062876174241022,-0.00471480021743383,-0.07386717024217132,-0.056204051337363926,-0.02976692751005819
2026-04-08,0.06470531796411545,-0.04228480362275161,-0.0434822926372393,-0.033954957778746846,-0.06499915555573617,-0.013320353857270088
2026-04-09,0.029053095498782308,-0.012200020336912577,-0.09788226443148809,-0.09070550141448196,-0.07152922771490844,-0.0983802797183291
2026-04-10,0.02416234031120521,-0.018463655909042205,-0.09852695360256469,-0.06796447278145788,-0.08874853292010082,-0.09936300596478818
2026-04-13,-0.029234644975940166,-0.0045271519542309565,-0.06698447523371454,-0.033072291019184054,-0.05756384966713385,-0.0835775848742078
2026-04-14,0.009415432899149163,-0.0592691113850576,-0.04710006188882247,0.04723505948818449,-0.06856228971910953,-0.023989932562943322
2026-04-15,-0.006669231495671844,-0.02618613512415609,-0.04396455488857401,0.043800804265505616,-0.03498225034727581,0.01501171437504205
2026-04-16,-0.006035525178869931,-0.02243297984578282,-0.017555435943824336,0.05391907320690599,-0.03496330439772146,0.006494700988961899
2026-04-17,0.0016186427675448974,0.03537154850533882,0.0033692691370188457,0.059886556511254234,0.04894739305165361,0.04758975225578443
2026-04-20,0.04912380734291201,0.013077512315868272,0.005048017333721372,0.04085792131669936,0.039571733716913186,0.07841977825845087
2026-04-21,0.018427581944967915,0.028223056351680233,0.004873820921452678,0.05186333689617422,0.033559421042383325,0.06207046777242143
2026-04-22,0.061207237335675756,-0.006818626535413829,0.00957809582437628,0.04069790798032245,0.013152423829388844,0.05314024911934953
2026-04-23,0.10172598459500477,0.00201049960900534,0.019317719919097212,-0.02486385561220965,0.020738706013078177,0.05351041277089864
2026-04-24,0.141882744445572,-0.04261567618743993,-0.009572981816556601,-0.017522198572658926,-0.040283047257149936,0.02908723110903938
2026-04-27,0.061516251259400495,-0.028674494718637332,-0.061426372792133754,-0.04524618444265563,-0.06904090533122792,-0.04745430008587903
2026-04-28,0.04059562384261641,-0.025202534322558492,-0.05935058911992528,-0.049573586491204746,-0.07062294658313745,-0.06870857610075347
2026-04-29,-0.028421608798861745,-0.01985849249114866,-0.01819883748667672,-0.007153882302726752,-0.03550009696019883,-0.04880689485952644
2026-04-30,-0.01967854174427097,0.01955285513376959,-0.028548474192705005,-0.014883001022411557,-0.019099348692285644,-0.032683395847558215
2026-05-06,-0.07601787454704492,0.054323920256160445,-0.05289907136395039,0.024168970334094163,-0.005698591637132543,-0.053978168855551845
2026-05-07,-0.04500448082979025,0.08033725086625465,-0.07224365607372513,0.0315166388455725,0.007144010585080636,-0.004488356489500548
2026-05-08,-0.005913299386117136,0.06773949056688505,-0.019969508555597794,0.021376518487732716,0.01717925117748856,0.0031256329269828066
2026-05-11,0.03617572215646964,0.054435912530101015,-0.00680475933886111,0.03406799964842842,0.05656116562522741,0.0572632274585932
2026-05-12,0.04716343951557717,0.058680883216361154,-0.01113465031013345,0.04413859277291746,0.04636430508761267,0.09149707629943885
2026-05-13,0.049869263241582265,0.06482212187332952,0.07775858635952854,0.11135250859032886,0.11499905303027964,0.16560752899920086
2026-05-14,0.032519811507304264,0.10795854086935672,0.05368354609822425,0.1499247746712935,0.13554798979605884,0.17406108203473036
2026-05-15,-0.011785136975292343,0.11471955902352653,0.05279006319270606,0.11532404062421028,0.14694334860302327,0.14082751988046366
2026-05-18,-0.0410593174280819,0.11796527317812824,0.011647323008379737,0.09661232063973425,0.10037391077909354,0.09147060755516387
2026-05-19,0.007888289826230103,0.10575774463725467,-0.010370239357261961,0.1181223359367278,0.10763102564556448,0.12026469668450585
2026-05-20,-0.019116549570669376,0.04973208369260317,0.004129714460224812,0.07890435870261726,0.054514807461168095,0.06585109178193921
2026-05-21,-0.033435455328160175,0.032959122789594154,0.013292541881682636,0.052256308937965144,0.03538438168849866,0.0571557991556021
2026-05-22,-0.022416859445211716,0.016056766071869018,-0.02560511142520391,0.06295460627956882,-0.013649720398447054,0.018564712028209484
2026-05-25,0.0058132600525120535,-0.03243919237546699,0.004762824659062526,0.012605618918421312,-0.011209291557339096,0.0031849446535354856
2026-05-26,0.016489769891349735,-0.010217734466984311,-0.02362901075877769,0.013408758164848994,-0.002215342720053713,-0.00805046699322632
2026-05-27,0.00565532963729045,0.00916380326329216,-0.06397922219658371,0.033374124427561436,-0.03611194684110239,-0.021143562320032908
2026-05-28,0.0037796239492912894,0.06419609636634818,-0.08765856988672532,0.07403103546332788,-0.019294189316608448,0.014161554612072387
2026-05-29,0.025999881446574852,-0.050604389726278634,0.009390704158477632,0.02095219779683813,-0.016626987119140423,0.029197925664243587
2026-06-01,-0.017031521910351847,0.12028524480750379,-0.07630651971422762,0.09503128450496871,0.040425259235977715,0.09482981343769216
2026-06-02,-0.006958837074877494,0.0690035976678959,-0.027546171505339136,0.05786127764755733,0.0436960751522619,0.057671728722499344
2026-06-03,0.091641368853517,0.06784361777880629,-0.014942839252125969,0.06837551927381878,0.06470211678818957,0.12262471480353665
2026-06-04,0.09658021210309002,0.04218440353445429,-0.01090785741451536,0.042017535505623815,0.045326560560893854,0.09824387206686769
2026-06-05,0.10029023208812031,0.1137745906042262,0.0037177112581572537,0.03759817055383996,0.11305732745610954,0.1459509794967931
2026-06-08,0.11738943773626204,0.13520430071189143,0.024169678386882408,0.02835795423410594,0.13625890786644623,0.14437110536305853
2026-06-09,0.10545087484692849,0.13315187510177812,0.03246083848056974,0.0450441297281514,0.11836693449248702,0.14239204119768678
2026-06-10,0.09117506457102913,0.11913216138688541,0.00233120141308462,0.03832151673103648,0.10911335559568719,0.11873389768126612
2026-06-11,0.04332300801724586,0.11544475800998626,-0.08037707397657969,0.05350899076184753,0.06526692081292548,0.07627829725858322
2026-06-12,0.005326874596823663,0.15265126780406918,-0.10513285526018973,0.1032880390690238,0.03665728725151476,0.07431425394073951
2026-06-15,-0.012831344288284372,0.069221165209125,-0.049421222929795325,0.09068522703734982,0.006240669978833657,0.038270336541987436
2026-06-16,0.006148269036982678,0.07434623513692196,-0.0631922468819218,0.0640475762093861,0.007214630304613327,0.05784150767172839
2026-06-17,-0.043486333445442935,0.12368915349378776,-0.09294978079621423,0.11057478792599193,0.004869195623398258,0.055702642049756994
2026-06-18,-0.04461761996204711,0.07648639783270543,-0.10430522870230086,0.06870447236313304,-0.027678780404814023,0.019121670393819415
2026-06-22,0.024504624491860055,0.03449745380143263,-0.04540809936349445,0.01701818976337089,-0.020019445342387584,0.03814377857294479
2026-06-23,0.008599751918748054,0.05228927942782557,-0.03470061023397077,0.014707746919013012,0.0079071423411292,0.03379597604833456
2026-06-24,0.017283902613543234,-0.08664721476448896,0.027326209197804582,-0.06692427085046738,-0.06153421325052302,-0.07642284900950733
2026-06-25,0.0359103780200629,-0.14312230598380052,0.08600774195397926,-0.12452669166955195,-0.058381717953488926,-0.10571905849402519
2026-06-26,0.020861164905441366,-0.17840865230637837,0.1623841373387653,-0.10845250262352858,-0.009447788608672564,-0.06331740925527622
2026-06-29,-0.006839814522159598,-0.21657306821170552,0.1438239353636141,-0.1806946072045253,-0.06810125215164181,-0.15499630080605847
2026-06-30,-0.03194790425265605,-0.17405652009545772,0.13262547414977754,-0.1689019712660434,-0.02075715083339149,-0.1297275054744794
2026-07-01,0.0451414153477209,-0.07901637721416922,0.16353045196858582,-0.08352180393057224,0.0712917416024067,0.014829275916069978
2026-07-02,0.08397081097309476,-0.01937646288024456,0.10722393866956915,-0.06684969616082422,0.07739838539454211,0.06620768292594918
