signal_date,date,code,side,shares,price,notional,cost,status,portfolio
2026-01-12,2026-01-13,603228,buy,0.00012505510855451458,159.61027159173,0.01996007984031935,3.9920159680638704e-05,filled,strategy
2026-01-12,2026-01-13,603601,buy,0.00010322880922341398,193.35764880442,0.01996007984031935,3.9920159680638704e-05,filled,strategy
2026-01-12,2026-01-13,603626,buy,0.00046614936422902044,42.819064814841,0.01996007984031935,3.9920159680638704e-05,filled,strategy
2026-01-12,2026-01-13,603698,buy,0.0003080515903391744,64.794600860014,0.01996007984031935,3.9920159680638704e-05,filled,strategy
2026-01-12,2026-01-13,688167,buy,0.00010112368815469728,197.38283091282,0.01996007984031935,3.9920159680638704e-05,filled,strategy
2026-01-12,2026-01-13,688472,buy,0.0012341699940223748,16.172877267309,0.01996007984031935,3.9920159680638704e-05,filled,strategy
2026-01-12,2026-01-13,688521,buy,0.00011365493588611406,175.62,0.01996007984031935,3.9920159680638704e-05,filled,strategy
2026-01-12,2026-01-13,688668,buy,0.00011956439873916836,166.93999259648,0.01996007984031935,3.9920159680638704e-05,filled,strategy
2026-01-19,2026-01-20,000002,sell,2.3383325972274417e-05,825.55865746319,0.01930430719669501,3.860861439339002e-05,filled,strategy
2026-01-19,2026-01-20,000070,sell,0.0005949693074129756,29.635402335588,0.017632154802509674,3.526430960501935e-05,filled,strategy
2026-01-19,2026-01-20,000564,sell,0.0013437054079023293,14.388482135587,0.019333881257094305,3.866776251418861e-05,filled,strategy
2026-01-19,2026-01-20,000603,sell,2.6898722842626984e-05,89.072030833331,0.0023959238704156956,4.791847740831391e-06,filled,strategy
2026-01-19,2026-01-20,000733,sell,1.7939315761149429e-06,102.97440364838,0.00018472903423643466,3.6945806847286933e-07,filled,strategy
2026-01-19,2026-01-20,002028,sell,1.8116507957719222e-06,3179.0766432495,0.005759376730562888,1.1518753461125777e-05,filled,strategy
2026-01-19,2026-01-20,002241,sell,2.7120271836100506e-05,721.63244277211,0.019570868013728867,3.9141736027457735e-05,filled,strategy
2026-01-19,2026-01-20,002249,sell,3.4218746175309642e-06,157.17811245415,0.0005378437934382835,1.075687586876567e-06,filled,strategy
2026-01-19,2026-01-20,002300,sell,0.0002502012035115683,83.279257172982,0.020836570372229503,4.167314074445901e-05,filled,strategy
2026-01-19,2026-01-20,002472,sell,3.410100281996022e-06,248.23065910997,0.000846491440630967,1.6929828812619341e-06,filled,strategy
2026-01-19,2026-01-20,002475,sell,1.0392649030363777e-05,1998.2480976644,0.020767091154618188,4.153418230923638e-05,filled,strategy
2026-01-19,2026-01-20,002709,sell,3.128212220309567e-05,640.82761475297,0.02004644775582072,4.009289551164144e-05,filled,strategy
2026-01-19,2026-01-20,300037,sell,3.2050257363521184e-06,375.52597773005,0.0012035704232936026,2.407140846587205e-06,filled,strategy
2026-01-19,2026-01-20,300131,sell,6.815862441775025e-05,294.1457042204,0.020048566578052894,4.009713315610579e-05,filled,strategy
2026-01-19,2026-01-20,300255,sell,4.467121582574326e-05,439.3656649205,0.019626998444084852,3.92539968881697e-05,filled,strategy
2026-01-19,2026-01-20,300456,sell,6.170110916200865e-05,318.17600679459,0.019631812527965007,3.9263625055930015e-05,filled,strategy
2026-01-19,2026-01-20,300474,sell,8.237380476511699e-05,231.58712101036,0.01907671229222292,3.815342458444584e-05,filled,strategy
2026-01-19,2026-01-20,301205,sell,1.1510531240404214e-05,355.78003979707,0.004095217262796429,8.190434525592858e-06,filled,strategy
2026-01-19,2026-01-20,301377,sell,8.432967892037942e-06,162.93552552666,0.0013740300552386522,2.7480601104773047e-06,filled,strategy
2026-01-19,2026-01-20,301611,sell,3.0332921475486712e-05,135.1496276748,0.004099483043700974,8.19896608740195e-06,filled,strategy
2026-01-19,2026-01-20,600016,sell,0.00018351707877588923,106.21499426146,0.01949226546906098,3.898453093812196e-05,filled,strategy
2026-01-19,2026-01-20,600179,sell,0.0021186891063602453,9.2072494934057,0.019507299201219543,3.901459840243909e-05,filled,strategy
2026-01-19,2026-01-20,600276,sell,5.94781504194154e-06,3190.4228134481,0.018976044799980055,3.795208959996011e-05,filled,strategy
2026-01-19,2026-01-20,600391,sell,1.5458423774851036e-05,92.60899998112,0.0014315891670733244,2.863178334146649e-06,filled,strategy
2026-01-19,2026-01-20,600392,sell,0.00010900858229912627,182.87924570765,0.0199354073065245,3.9870814613048996e-05,filled,strategy
2026-01-19,2026-01-20,600577,sell,6.301721956157135e-06,335.53670466096,0.002114459018858584,4.228918037717168e-06,filled,strategy
2026-01-19,2026-01-20,600592,sell,0.0002641806432337647,70.537574336895,0.018634661760470416,3.726932352094083e-05,filled,strategy
2026-01-19,2026-01-20,603063,sell,0.0005795088074408913,34.889603919654,0.020218832759563737,4.043766551912748e-05,filled,strategy
2026-01-19,2026-01-20,603127,sell,6.28025393242414e-05,326.82075294532,0.020525173188826643,4.105034637765329e-05,filled,strategy
2026-01-19,2026-01-20,603179,sell,9.068427890577673e-05,271.34286914049,0.024606532424229874,4.921306484845975e-05,filled,strategy
2026-01-19,2026-01-20,603228,sell,0.00012505510855451458,152.89455188941,0.019120244783924028,3.824048956784806e-05,filled,strategy
2026-01-19,2026-01-20,603626,sell,6.968251059474596e-05,49.167301228235,0.0034261009887515508,6.852201977503101e-06,filled,strategy
2026-01-19,2026-01-20,603698,sell,0.0003080515903391744,52.83679898456,0.016276459955624982,3.255291991124997e-05,filled,strategy
2026-01-19,2026-01-20,688167,sell,0.00010112368815469728,180.53922704852,0.018256792495744623,3.6513584991489245e-05,filled,strategy
2026-01-19,2026-01-20,688472,sell,0.0012341699940223748,18.003962043304,0.02221994972736356,4.443989945472712e-05,filled,strategy
2026-01-19,2026-01-20,688521,sell,5.599474579867226e-06,180.4,0.0010101452142080476,2.020290428416095e-06,filled,strategy
2026-01-19,2026-01-20,688668,sell,0.00011956439873916836,168.87423493494,0.020191346362533162,4.038269272506632e-05,filled,strategy
2026-01-19,2026-01-20,000063,buy,3.593660312864595e-05,540.26775885406,0.01941538803314135,3.88307760662827e-05,filled,strategy
2026-01-19,2026-01-20,000547,buy,1.928675639917299e-05,223.93535711898,0.0043189866819155764,8.637973363831153e-06,filled,strategy
2026-01-19,2026-01-20,000960,buy,0.00018413002813734712,105.44389869239,0.01941538803314135,3.88307760662827e-05,filled,strategy
2026-01-19,2026-01-20,002008,buy,4.039288354682558e-05,480.66358051992,0.01941538803314135,3.88307760662827e-05,filled,strategy
2026-01-19,2026-01-20,002025,buy,9.98372200019945e-06,299.98827844476,0.002994999575310909,5.989999150621819e-06,filled,strategy
2026-01-19,2026-01-20,002027,buy,1.350339488073334e-05,94.294797810036,0.0012732998900278254,2.546599780055651e-06,filled,strategy
2026-01-19,2026-01-20,002149,buy,1.5371304395413032e-05,144.14936262779,0.0022157637313565356,4.431527462713071e-06,filled,strategy
2026-01-19,2026-01-20,002195,buy,1.4072894104202346e-05,292.43686639081,0.004115433052882639,8.230866105765279e-06,filled,strategy
2026-01-19,2026-01-20,002249,buy,2.198522943408604e-20,157.17811245415,3.4555968643210645e-18,6.911193728642128e-21,filled,strategy
2026-01-19,2026-01-20,002354,buy,0.0009007274351855634,21.555231110665,0.01941538803314135,3.88307760662827e-05,filled,strategy
2026-01-19,2026-01-20,002415,buy,2.6237479206159634e-05,739.98679067398,0.01941538803314135,3.88307760662827e-05,filled,strategy
2026-01-19,2026-01-20,002465,buy,0.00014507513593052166,133.82988000397,0.01941538803314135,3.88307760662827e-05,filled,strategy
2026-01-19,2026-01-20,002517,buy,0.00011337593165304294,171.2478808338,0.01941538803314135,3.88307760662827e-05,filled,strategy
2026-01-19,2026-01-20,002703,buy,2.5667923960533433e-05,58.941496211807,0.0015129058428847313,3.0258116857694628e-06,filled,strategy
2026-01-19,2026-01-20,002714,buy,4.557507966886033e-07,938.00481309184,0.0004274964408643505,8.549928817287009e-07,filled,strategy
2026-01-19,2026-01-20,002716,buy,0.00044240245987993773,43.886256957998,0.01941538803314135,3.88307760662827e-05,filled,strategy
2026-01-19,2026-01-20,002788,buy,0.00032899470928546206,59.014286507249,0.01941538803314135,3.88307760662827e-05,filled,strategy
2026-01-19,2026-01-20,300063,buy,0.00018513609078488072,104.87089767765,0.01941538803314135,3.88307760662827e-05,filled,strategy
2026-01-19,2026-01-20,300593,buy,7.004137172698255e-06,136.35050518772,0.0009550176419014959,1.910035283802992e-06,filled,strategy
2026-01-19,2026-01-20,300624,buy,8.853211223415372e-05,219.30334138861,0.01941538803314135,3.88307760662827e-05,filled,strategy
2026-01-19,2026-01-20,300785,buy,8.352327700694755e-05,232.45481653607,0.01941538803314135,3.88307760662827e-05,filled,strategy
2026-01-19,2026-01-20,300870,buy,8.069427799630048e-05,240.60427226366,0.01941538803314135,3.88307760662827e-05,filled,strategy
2026-01-19,2026-01-20,301183,buy,7.909285414036276e-06,147.86041215969,0.001169470201208028,2.3389404024160562e-06,filled,strategy
2026-01-19,2026-01-20,301232,buy,6.4959827606319165e-06,262.10612891132,0.0017026368948639015,3.4052737897278032e-06,filled,strategy
2026-01-19,2026-01-20,600118,buy,1.1895820916064298e-05,1632.1183859554,0.01941538803314135,3.88307760662827e-05,filled,strategy
2026-01-19,2026-01-20,600151,buy,0.00032110124988464234,60.465002986181,0.01941538803314135,3.88307760662827e-05,filled,strategy
2026-01-19,2026-01-20,600157,buy,0.0002868461170537877,67.685727220427,0.01941538803314135,3.88307760662827e-05,filled,strategy
2026-01-19,2026-01-20,600343,buy,5.94533607434583e-05,83.147256822164,0.00494338385467709,9.88676770935418e-06,filled,strategy
2026-01-19,2026-01-20,600501,buy,3.2008890330739644e-05,112.43742906904,0.003598997336141219,7.197994672282439e-06,filled,strategy
2026-01-19,2026-01-20,600855,buy,0.0006477100128349985,29.97543290733,0.01941538803314135,3.88307760662827e-05,filled,strategy
2026-01-19,2026-01-20,601231,buy,0.0002590660811932005,74.943767025457,0.01941538803314135,3.88307760662827e-05,filled,strategy
2026-01-19,2026-01-20,601600,buy,0.0013263089796526346,14.638661376044,0.01941538803314135,3.88307760662827e-05,filled,strategy
2026-01-19,2026-01-20,601995,buy,0.000539070013768582,36.016449695301,0.01941538803314135,3.88307760662827e-05,filled,strategy
2026-01-19,2026-01-20,603011,buy,0.0003442728366242496,56.395352661331,0.01941538803314135,3.88307760662827e-05,filled,strategy
2026-01-19,2026-01-20,603516,buy,4.3945795964742014e-05,441.80308052034,0.01941538803314135,3.88307760662827e-05,filled,strategy
2026-01-19,2026-01-20,603601,buy,3.67506270348825e-05,139.11125130904,0.005112425713214339,1.0224851426428678e-05,filled,strategy
2026-01-19,2026-01-20,603920,buy,0.0001946707956015178,99.734466965881,0.01941538803314135,3.88307760662827e-05,filled,strategy
2026-01-19,2026-01-20,688615,buy,4.387770612843795e-05,442.48867468844,0.01941538803314135,3.88307760662827e-05,filled,strategy
2026-01-26,2026-01-27,000063,sell,3.593660312864595e-05,540.26775885406,0.01941538803314135,3.88307760662827e-05,filled,strategy
2026-01-26,2026-01-27,000070,sell,1.0842021724855044e-19,30.089778180597,3.2623402873010198e-18,6.524680574602039e-21,filled,strategy
2026-01-26,2026-01-27,000547,sell,8.697105674757615e-05,200.07465872251,0.01740070449750735,3.48014089950147e-05,filled,strategy
2026-01-26,2026-01-27,000603,sell,0.0002188476566355835,122.95789446912,0.026909047069412287,5.3818094138824576e-05,filled,strategy
2026-01-26,2026-01-27,000960,sell,0.00018413002813734712,120.21618627579,0.022135409761525775,4.427081952305155e-05,filled,strategy
2026-01-26,2026-01-27,002008,sell,2.2503733408339877e-06,513.40878694284,0.001155361447086084,2.310722894172168e-06,filled,strategy
2026-01-26,2026-01-27,002025,sell,6.493987469887206e-05,278.34626692838,0.01807577169722779,3.615154339445558e-05,filled,strategy
2026-01-26,2026-01-27,002149,sell,3.238671524980117e-06,148.43369893805,0.0004807279940981339,9.614559881962677e-07,filled,strategy
2026-01-26,2026-01-27,002195,sell,1.5971529414696855e-06,301.25253076226,0.0004811463656321305,9.62292731264261e-07,filled,strategy
2026-01-26,2026-01-27,002415,sell,2.6237479206159634e-05,767.14664068584,0.020127994033069942,4.0255988066139886e-05,filled,strategy
2026-01-26,2026-01-27,002472,sell,7.852859630450056e-05,235.75331739013,0.01851337708877631,3.7026754177552624e-05,filled,strategy
2026-01-26,2026-01-27,002703,sell,0.0003306183711174613,56.50589719479,0.018681887689072196,3.7363775378144396e-05,filled,strategy
2026-01-26,2026-01-27,002714,sell,2.077973538622971e-05,923.70535373494,0.019194352825455764,3.838870565091153e-05,filled,strategy
2026-01-26,2026-01-27,002716,sell,0.00015858216886577514,68.996828330487,0.01094166668150819,2.1883333363016378e-05,filled,strategy
2026-01-26,2026-01-27,002788,sell,0.00032899470928546206,57.482773881628,0.018911528482108156,3.782305696421631e-05,filled,strategy
2026-01-26,2026-01-27,300063,sell,7.086671758947875e-06,109.98463237311,0.0007794249881567829,1.5588499763135657e-06,filled,strategy
2026-01-26,2026-01-27,300624,sell,8.853211223415372e-05,208.906907051,0.01849496974152905,3.69899394830581e-05,filled,strategy
2026-01-26,2026-01-27,301183,sell,0.00013180348735457174,146.88559669177,0.01936003388613243,3.872006777226486e-05,filled,strategy
2026-01-26,2026-01-27,301205,sell,6.61643217727647e-07,361.78232513741,0.00023937082172090576,4.787416434418116e-07,filled,strategy
2026-01-26,2026-01-27,301232,sell,1.3119933141932357e-05,319.84573982988,0.004196354722299917,8.392709444599835e-06,filled,strategy
2026-01-26,2026-01-27,301377,sell,0.00011963753857017136,183.39594019313,0.021941038868468432,4.388207773693687e-05,filled,strategy
2026-01-26,2026-01-27,301611,sell,0.0001442342502530004,124.5142449476,0.01795921876583553,3.591843753167106e-05,filled,strategy
2026-01-26,2026-01-27,600118,sell,1.1895820916064298e-05,1441.0193278395,0.01714210786056604,3.428421572113208e-05,filled,strategy
2026-01-26,2026-01-27,600157,sell,4.4578798782345944e-06,69.346726661419,0.00030913937740537425,6.182787548107485e-07,filled,strategy
2026-01-26,2026-01-27,600343,sell,0.000234203662299462,76.02034909455,0.0178042441672272,3.5608488334454405e-05,filled,strategy
2026-01-26,2026-01-27,600391,sell,6.963217074563969e-06,96.217142837527,0.0006699808518720284,1.3399617037440568e-06,filled,strategy
2026-01-26,2026-01-27,600855,sell,0.0006477100128349985,27.297355681596,0.017680770598888063,3.5361541197776124e-05,filled,strategy
2026-01-26,2026-01-27,601231,sell,0.0002590660811932005,75.405932417694,0.019535119410171307,3.9070238820342615e-05,filled,strategy
2026-01-26,2026-01-27,601600,sell,0.0013263089796526346,14.573115131077,0.019328453459859105,3.865690691971821e-05,filled,strategy
2026-01-26,2026-01-27,601995,sell,0.000539070013768582,36.181096322479,0.019504144092721144,3.900828818544229e-05,filled,strategy
2026-01-26,2026-01-27,603601,sell,1.0248581593911103e-06,140.92878524574,0.00014443201545217416,2.888640309043483e-07,filled,strategy
2026-01-26,2026-01-27,603626,sell,0.0003964668536342745,45.951141720787,0.018218104578943062,3.643620915788613e-05,filled,strategy
2026-01-26,2026-01-27,603920,sell,1.0511684468274399e-05,106.33576462934,0.0011177680054763155,2.235536010952631e-06,filled,strategy
2026-01-26,2026-01-27,688521,sell,1.9765560964438713e-05,221.8,0.004384001421912507,8.768002843825013e-06,filled,strategy
2026-01-26,2026-01-27,000338,buy,3.4556673435965656e-05,564.42138394118,0.01950452544513115,3.90090508902623e-05,filled,strategy
2026-01-26,2026-01-27,000733,buy,2.401485188391032e-06,102.14614301404,0.0002453024494994892,4.906048989989784e-07,filled,strategy
2026-01-26,2026-01-27,001309,buy,2.7995153768804844e-05,696.71078095185,0.01950452544513115,3.90090508902623e-05,filled,strategy
2026-01-26,2026-01-27,002027,buy,1.6515402571291516e-07,94.676558125057,1.563621471499597e-05,3.127242942999194e-08,filled,strategy
2026-01-26,2026-01-27,002028,buy,4.12902797063036e-07,2991.4255398322,0.0012351679726025177,2.4703359452050355e-06,filled,strategy
2026-01-26,2026-01-27,002080,buy,9.181889416044115e-05,212.42387662663,0.01950452544513115,3.90090508902623e-05,filled,strategy
2026-01-26,2026-01-27,002112,buy,0.00024942268569267035,78.198682653766,0.01950452544513115,3.90090508902623e-05,filled,strategy
2026-01-26,2026-01-27,002130,buy,2.811905021890405e-05,693.64097625241,0.01950452544513115,3.90090508902623e-05,filled,strategy
2026-01-26,2026-01-27,002195,buy,1.1470764595993133e-20,301.25253076226,3.455596864321064e-18,6.911193728642128e-21,filled,strategy
2026-01-26,2026-01-27,002249,buy,2.1252150050273766e-06,155.22904817217,0.0003298951023916131,6.597902047832262e-07,filled,strategy
2026-01-26,2026-01-27,002354,buy,2.9306884807488558e-06,21.670192343255,6.350858307598948e-05,1.2701716615197896e-07,filled,strategy
2026-01-26,2026-01-27,002465,buy,9.351115360729306e-06,126.77862826183,0.001185521578151389,2.3710431563027784e-06,filled,strategy
2026-01-26,2026-01-27,002517,buy,9.464584826096772e-06,159.36642907158,0.0015083370863801036,3.016674172760207e-06,filled,strategy
2026-01-26,2026-01-27,300037,buy,1.3498158764069042e-06,367.65151229395,0.0004962618482793819,9.925236965587637e-07,filled,strategy
2026-01-26,2026-01-27,300058,buy,3.4793683295426666e-05,560.57662189777,0.01950452544513115,3.90090508902623e-05,filled,strategy
2026-01-26,2026-01-27,300316,buy,4.4386863006952296e-05,439.42112877128,0.01950452544513115,3.90090508902623e-05,filled,strategy
2026-01-26,2026-01-27,300427,buy,0.0003643748477136909,53.528737143945,0.01950452544513115,3.90090508902623e-05,filled,strategy
2026-01-26,2026-01-27,300454,buy,0.0001118335395055092,174.40676143645,0.01950452544513115,3.90090508902623e-05,filled,strategy
2026-01-26,2026-01-27,300593,buy,1.1933649423756536e-05,126.40740680941,0.0015085016774296738,3.0170033548593477e-06,filled,strategy
2026-01-26,2026-01-27,300672,buy,8.851168708655529e-05,220.36101770445,0.01950452544513115,3.90090508902623e-05,filled,strategy
2026-01-26,2026-01-27,300785,buy,3.1755500572009405e-06,225.8372596261,0.0007171575227237655,1.434315045447531e-06,filled,strategy
2026-01-26,2026-01-27,300870,buy,5.133002006014724e-06,228.10937228774,0.001170885865543729,2.3417717310874577e-06,filled,strategy
2026-01-26,2026-01-27,301205,buy,9.551591175739666e-21,361.78232513741,3.455596864321064e-18,6.911193728642128e-21,filled,strategy
2026-01-26,2026-01-27,600031,buy,2.205162414418876e-05,884.49382764721,0.01950452544513115,3.90090508902623e-05,filled,strategy
2026-01-26,2026-01-27,600048,buy,0.00011073495212190851,176.13702874643,0.01950452544513115,3.90090508902623e-05,filled,strategy
2026-01-26,2026-01-27,600151,buy,3.639757164153464e-05,54.754620157839,0.001992935209899962,3.985870419799924e-06,filled,strategy
2026-01-26,2026-01-27,600259,buy,0.00023755115722688994,82.106631989597,0.01950452544513115,3.90090508902623e-05,filled,strategy
2026-01-26,2026-01-27,600271,buy,0.00012023278283061153,162.22302258952,0.01950452544513115,3.90090508902623e-05,filled,strategy
2026-01-26,2026-01-27,600501,buy,1.8254621723045044e-05,102.22277449599,0.001866038079904434,3.732076159808868e-06,filled,strategy
2026-01-26,2026-01-27,600577,buy,6.724471196594407e-06,301.98303419487,0.0020306762153035874,4.061352430607175e-06,filled,strategy
2026-01-26,2026-01-27,600733,buy,0.0002488038937925196,78.393168,0.01950452544513115,3.90090508902623e-05,filled,strategy
2026-01-26,2026-01-27,600884,buy,5.346149818891843e-05,364.8331248819,0.01950452544513115,3.90090508902623e-05,filled,strategy
2026-01-26,2026-01-27,601377,buy,0.000981709089001308,19.867927946937,0.01950452544513115,3.90090508902623e-05,filled,strategy
2026-01-26,2026-01-27,603011,buy,2.586548305149234e-05,52.891623533935,0.001368067392082909,2.736134784165818e-06,filled,strategy
2026-01-26,2026-01-27,603123,buy,0.0012597461581480343,15.482901312281,0.01950452544513115,3.90090508902623e-05,filled,strategy
2026-01-26,2026-01-27,603516,buy,7.877654566938727e-06,377.64324983191,0.0029749430717119284,5.949886143423857e-06,filled,strategy
2026-01-26,2026-01-27,603601,buy,2.4520163558463087e-20,140.92878524574,3.455596864321064e-18,6.911193728642128e-21,filled,strategy
2026-01-26,2026-01-27,688031,buy,8.924922414720943e-05,218.54,0.01950452544513115,3.90090508902623e-05,filled,strategy
2026-01-26,2026-01-27,688256,buy,1.5003481111639345e-05,1300.0,0.01950452544513115,3.90090508902623e-05,filled,strategy
2026-01-26,2026-01-27,688615,buy,2.8845835085044947e-06,418.66768371294,0.0012076818959821226,2.415363791964245e-06,filled,strategy
2026-01-26,2026-01-27,688766,buy,2.071327075728183e-05,941.64391870725,0.01950452544513115,3.90090508902623e-05,filled,strategy
2026-02-02,2026-02-03,002008,sell,3.814251020599159e-05,481.66496297934,0.018371910766308036,3.6743821532616075e-05,filled,strategy
2026-02-02,2026-02-03,002027,sell,5.25020152517736e-07,94.040290933356,4.937304788864283e-05,9.874609577728566e-08,filled,strategy
2026-02-02,2026-02-03,002080,sell,9.181889416044115e-05,223.83325453575,0.020552121907805112,4.110424381561022e-05,filled,strategy
2026-02-02,2026-02-03,002112,sell,0.00024942268569267035,74.539472200297,0.018591835346312216,3.718367069262443e-05,filled,strategy
2026-02-02,2026-02-03,002130,sell,2.811905021890405e-05,580.5013657966,0.016323147056976985,3.264629411395397e-05,filled,strategy
2026-02-02,2026-02-03,002149,sell,2.3415579283542737e-05,178.79513735719,0.004186591714299196,8.373183428598392e-06,filled,strategy
2026-02-02,2026-02-03,002195,sell,2.743670258370278e-07,299.73258862925,8.223673888864066e-05,1.6447347777728132e-07,filled,strategy
2026-02-02,2026-02-03,002354,sell,0.0009036581236663121,21.124126488451,0.019088988506643475,3.817797701328695e-05,filled,strategy
2026-02-02,2026-02-03,300037,sell,5.3258888419078725e-05,325.63230597525,0.017342814649583142,3.468562929916628e-05,filled,strategy
2026-02-02,2026-02-03,300058,sell,2.5323245957344075e-06,601.39005965407,0.001522914839692184,3.045829679384368e-06,filled,strategy
2026-02-02,2026-02-03,300063,sell,3.2383784460086494e-05,133.19312060635,0.0043132973092823435,8.626594618564687e-06,filled,strategy
2026-02-02,2026-02-03,300316,sell,4.4386863006952296e-05,462.20807370426,0.0205159664482183,4.10319328964366e-05,filled,strategy
