date,nav,cash,positions_value,bench_nav
2026-07-10,100000.0,100000.0,0.0,100006.27
2026-07-13,99800.0,-200.0,100000.0,99405.43
2026-07-14,101914.97,-200.0,102114.97,99458.08
2026-07-15,98596.1,-200.0,98796.1,99138.91
2026-07-16,92107.95,-200.0,92307.95,98906.65
2026-07-17,91574.79,-200.0,91774.79,98193.55
2026-07-20,91814.35,-200.0,92014.35,97842.48
2026-07-21,98804.79,-200.0,99004.79,98908.11
2026-07-22,98929.13,-200.0,99129.13,98768.64
